Report Page,States/UT,Round,Year,Serotype O (%) Pre,Serotype O (%) Post,Serotype A (%) Pre,Serotype A (%) Post,Serotype Asia1 (%) Pre,Serotype Asia1 (%) Post
23,Rajasthan,2,2016,53.6,83.3,60.1,71.1,63.9,72.1
23,Rajasthan,3,2016,67.1,96.2,74.0,83.2,91.6,89.5
23,Rajasthan,5,2017,31.0,54.6,29.0,51.2,22.5,44.7
23,Rajasthan,6,2018,25.7,45.0,17.4,33.4,20.0,31.9
23,Rajasthan,7,2019,17.6,37.4,11.5,30.3,12.6,25.7
23,Rajasthan,8,2019,20.4,42.0,16.6,33.9,11.3,20.0
