states_ut,region_code,serotype_o_pct_pre,serotype_o_pct_post,serotype_a_pct_pre,serotype_a_pct_post,serotype_asia1_pct_pre,serotype_asia1_pct_post,report_page,round_name,sample_year,report_year,test_type,test_threshold,serotype_all_count_pre,serotype_all_count_post,serotype_o_count_pre,serotype_o_count_post,serotype_a_count_pre,serotype_a_count_post,serotype_asia1_count_pre,serotype_asia1_count_post
Haryana,HR,24.2,59.2,24.0,60.8,28.4,63.8,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,2267,2271,549,1345,545,1380,643,1448
Himachal Pradesh,HP,3.0,8.5,3.7,7.3,1.4,4.3,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,625,1028,19,87,23,75,9,44
Jammu & Kashmir,JK,17.4,36.6,9.2,23.6,10.3,19.3,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,1525,1137,265,416,141,268,157,220
Jharkhand,JH,9.0,29.1,3.4,13.2,4.7,16.7,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,1506,492,135,143,51,65,71,82
Karnataka,KA,16.3,45.2,12.3,33.3,13.2,37.6,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,2300,2303,376,1042,284,766,304,865
Kerala,KL,32.9,70.6,26.2,62.9,33.2,69.3,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,660,796,217,562,173,501,219,552
Madhya Pradesh,MP,10.0,28.4,8.7,21.4,9.3,24.1,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,4589,4589,458,1304,397,983,428,1108
Maharashtra,MH,17.5,36.3,14.4,29.5,16.2,32.3,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,4346,4359,761,1581,627,1285,705,1410
Manipur,MN,9.7,45.8,7.1,40.8,7.2,36.8,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,807,807,78,370,57,329,58,297
Mizoram,MZ,10.5,30.4,8.9,26.5,10.9,28.8,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,838,838,88,255,75,222,91,241
Odisha,OD,12.7,36.0,8.8,20.5,7.3,17.8,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,2262,2262,287,814,198,464,166,402
Punjab,PB,11.4,,19.0,,18.2,,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,2145,,244,,408,,390,
Sikkim,SK,2.3,26.4,3.8,16.7,2.4,21.5,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,921,390,21,103,35,65,22,84
Tamil Nadu,TN,37.0,70.3,27.5,60.8,27.8,61.8,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,2246,2246,832,1578,618,1366,625,1388
Telangana,TS,20.7,52.4,14.5,49.1,20.5,55.0,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,2210,2210,458,1157,321,1085,453,1215
Uttar Pradesh,UP,9.9,28.7,7.5,18.2,8.6,22.1,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,7468,5975,738,1714,559,1086,642,1323
Uttarakhand,UK,4.2,24.3,3.8,17.5,3.0,23.1,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,1320,1291,55,314,50,226,39,298
Total,,14.9,38.0,11.8,30.4,13.2,32.8,,NADCP 1,2020,2020,SPCE,1.8 log10 @ 50% inhibition,47967,42187,7140,16044,5674,12810,6355,13826
A&N Island,AN,15.3,79.2,6.8,68.0,16.7,85.8,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,472,472,72,374,32,321,79,405
Andhra Pradesh,AP,19.7,41.5,19.5,46.5,22.9,49.2,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2722,2716,536,1127,531,1263,623,1336
Arunachal Pradesh,AR,15.6,82.5,12.0,73.1,0.5,72.5,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,417,342,65,282,50,250,2,248
Assam,AS,24.7,57.1,19.9,54.2,19.9,55.0,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,1848,1848,456,1055,368,1002,368,1016
Bihar,BR,16.0,45.3,7.4,45.9,11.8,37.2,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2246,2117,359,959,166,972,265,788
Chandigarh,CH,35.5,75.5,32.0,68.0,40.0,79.0,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,200,200,71,151,64,136,80,158
Chhattisgarh,CG,24.4,,16.6,,11.5,,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2209,,539,,367,,254,
Dadra and Nagar Haveli and Daman and Diu,DD,56.0,69.6,27.5,67.5,32.0,58.6,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,200,191,112,133,55,129,64,112
Delhi,,73.1,88.7,65.0,86.1,65.0,89.6,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,234,230,171,204,152,198,152,206
Goa,GA,48.4,77.8,35.1,79.8,43.2,84.8,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,1289,1289,624,1003,452,1029,557,1093
Gujarat,GJ,15.2,40.6,12.1,27.1,14.0,34.8,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2184,2184,332,887,264,592,306,760
Haryana,HR,36.4,68.8,34.7,67.9,43.2,72.9,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2289,2285,833,1572,794,1552,989,1666
Himachal Pradesh,HP,31.7,61.5,26.8,54.9,20.5,55.1,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,619,1432,196,881,166,786,127,789
Jammu & Kashmir,JK,18.5,67.3,13.0,58.2,10.3,57.4,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,1073,1048,199,705,139,610,111,602
Jharkhand,JH,33.7,,15.7,,36.1,,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,83,,28,,13,,30,
Karnataka,KA,50.0,85.5,45.2,84.1,45.5,83.2,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2166,2173,1083,1858,979,1827,986,1808
Kerala,KL,35.7,72.7,33.7,69.2,37.0,72.5,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2182,2182,779,1586,735,1510,807,1582
Madhya Pradesh,MP,35.1,63.0,38.0,66.6,20.8,51.9,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,1014,1014,356,639,385,675,211,526
Maharashtra,MH,31.4,76.3,33.5,79.7,31.2,77.8,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,4420,4420,1388,3372,1481,3523,1379,3439
Meghalaya,ML,34.8,90.9,60.6,92.2,8.1,66.2,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,198,154,69,140,120,142,16,102
Nagaland,NL,44.3,,28.1,,31.6,,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,1056,,468,,297,,334,
Odisha,OD,13.4,89.9,12.5,87.9,12.7,87.0,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2262,2262,303,2034,283,1988,287,1968
Pondichery,PY,91.3,95.9,83.1,89.8,85.5,89.1,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,883,883,806,847,734,793,755,787
Punjab,PB,33.2,66.1,29.5,66.7,30.2,68.1,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2196,2196,729,1452,648,1465,663,1495
Sikkim,SK,12.5,52.4,11.2,48.2,12.6,45.9,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,1138,1016,142,532,127,490,143,466
Tamil Nadu,TN,51.4,78.3,36.5,68.5,40.6,70.3,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2327,2327,1196,1822,849,1594,945,1636
Telangana,TS,29.8,64.0,22.6,56.0,22.0,57.2,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2275,2275,678,1456,514,1274,500,1301
Uttar Pradesh,UP,33.0,54.6,22.0,57.1,25.2,45.3,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,2433,2240,803,1223,535,1279,613,1015
Uttarakhand,UK,16.7,58.2,13.3,59.7,11.0,45.0,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,1358,1236,227,719,181,738,149,556
West Bengal,WB,30.8,75.3,17.2,63.0,19.6,63.6,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,803,814,247,613,138,513,157,518
Total,,31.0,66.5,25.9,64.1,26.7,63.5,,NADCP 2,2021/2022,2022,SPCE,1.65 log10 @ 35% inhibition,44796,41546,13887,27628,11602,26631,11961,26382
A&N Island,AN,10.2,79.2,5.6,68.0,13.9,85.8,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,108,472,11,374,6,321,15,405
Arunachal Pradesh,AR,15.6,82.5,12.0,73.1,0.5,72.5,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,417,342,65,282,50,250,2,248
Assam,AS,24.7,57.1,19.9,54.2,19.9,55.0,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1848,1848,456,1055,368,1002,368,1016
Bihar,BR,16.0,45.3,7.4,45.9,11.8,37.2,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,2246,2117,359,959,166,972,265,788
Chhattisgarh,CG,24.4,NaN,16.6,NaN,11.5,NaN,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,2209,0,539,0,367,0,254,0
Dadra and Nagar Haveli and Daman and Diu,DD,56.0,69.6,27.5,67.5,32.0,58.6,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,200,191,112,133,55,129,64,112
Goa,GA,48.4,77.8,35.1,79.8,43.2,84.8,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1289,1289,624,1003,452,1029,557,1093
Gujarat,GJ,15.2,40.6,12.1,27.1,14.0,34.8,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,2184,2184,332,887,264,592,306,760
Himachal Pradesh,HP,31.7,58.6,26.8,51.8,20.5,49.9,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,619,1108,196,649,166,574,127,553
Jammu & Kashmir,JK,2.0,67.3,2.0,58.2,4.4,57.4,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,586,1048,12,705,12,610,26,602
Jharkhand,JH,33.7,NaN,15.7,NaN,36.1,NaN,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,83,0,28,0,13,0,30,0
Karnataka,KA,37.3,82.2,31.9,79.0,33.3,79.3,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,970,960,362,789,309,758,323,761
Kerala,KL,35.7,72.7,33.7,69.2,37.0,72.5,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,2182,2182,779,1586,735,1510,807,1582
Madhya Pradesh,MP,35.1,63.0,38.0,66.6,20.8,51.9,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1014,1014,356,639,385,675,211,526
Maharashtra,MH,37.0,77.6,38.3,81.5,35.9,79.8,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,3341,3809,1236,2957,1278,3106,1201,3040
Meghalaya,ML,34.8,90.9,60.6,92.2,8.1,66.2,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,198,154,69,140,120,142,16,102
Nagaland,NL,44.3,NaN,28.1,NaN,31.6,NaN,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1056,0,468,0,297,0,334,0
Odisha,OD,13.4,89.9,12.5,87.9,12.7,87.0,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,2262,2262,303,2034,283,1988,287,1968
Pondichery,PY,91.3,95.9,83.1,89.8,85.5,89.1,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,883,883,806,847,734,793,755,787
Punjab,PB,33.2,66.1,29.5,66.7,30.2,68.1,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,2196,2196,729,1452,648,1465,663,1495
Sikkim,SK,12.5,52.4,11.2,48.2,12.6,45.9,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1138,1016,142,532,127,490,143,466
Tamil Nadu,TN,51.4,78.3,36.5,68.5,40.6,70.3,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,2327,2327,1196,1822,849,1594,945,1636
Telangana,TS,29.8,64.0,22.6,56.0,22.0,57.2,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,2275,2275,678,1456,514,1274,500,1301
Uttar Pradesh,UP,30.2,54.6,24.2,57.1,18.8,45.3,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1554,2240,469,1223,376,1279,292,1015
Uttarakhand,UK,16.7,58.2,13.3,59.7,11.0,45.0,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1358,1236,227,719,181,738,149,556
West Bengal,WB,30.8,75.3,17.2,63.0,19.6,63.6,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,803,814,247,613,138,513,157,518
Total,,30.6,67.3,25.2,64.2,24.9,62.8,,NADCP 2,2022,2022,SPCE,1.65 log10 @ 35% inhibition,35346,33967,10801,22856,8893,21804,8797,21330
A&N Island,AN,16.8,,7.1,,17.6,,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,364,,61,,26,,64,
Andhra Pradesh,AP,19.7,41.5,19.5,46.5,22.9,49.2,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,2722,2716,536,1127,531,1263,623,1336
Chandigarh,CH,35.5,75.5,32.0,68.0,40.0,79.0,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,200,200,71,151,64,136,80,158
Delhi,,73.1,88.7,65.0,86.1,65.0,89.6,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,234,230,171,204,152,198,152,206
Haryana,HR,36.4,68.8,34.7,67.9,43.2,72.9,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,2289,2285,833,1572,794,1552,989,1666
Himachal Pradesh,HP,,71.6,,65.4,,72.8,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,,324,,232,,212,,236
Jammu & Kashmir,JK,38.4,,26.1,,17.5,,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,487,,187,,127,,85,
Karnataka,KA,60.3,88.1,56.0,88.1,55.4,86.3,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,1196,1213,721,1069,670,1069,663,1047
Maharashtra,MH,14.1,67.9,18.8,68.2,16.5,65.3,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,1079,611,152,415,203,417,178,399
Uttar Pradesh,UP,38.0,,18.1,,36.5,,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,879,,334,,159,,321,
Total,,32.5,62.9,28.8,63.9,33.4,66.6,,NADCP 2,2021,2021,SPCE,1.65 log10 @ 35% inhibition,9450,7579,3071,4767,2722,4843,3156,5048
Andhra Pradesh,,83.9,96.3,72.5,86.9,84.8,92.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,429,480,360,462,311,417,364,443
Chhattisgarh,,65.1,79.3,61.4,87.8,57.8,67.1,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,83,82,54,65,51,72,48,55
Gujarat,,63.2,95.0,53.5,79.2,63.2,77.4,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,340,159,215,151,182,126,215,123
Haryana,,89.9,95.8,79.7,92.4,89.0,95.7,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,1283,1574,1153,1508,1023,1454,1142,1506
Himachal Pradesh,,84.4,92.2,53.1,81.3,32.8,54.7,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,64,64,54,59,34,52,21,35
Kerala,,84.5,92.6,73.0,86.8,85.5,91.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,882,901,745,834,644,782,754,825
Madhya Pradesh,,66.7,90.7,61.2,79.0,78.4,91.2,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,402,601,268,545,246,475,315,548
Tamil Nadu,,87.6,97.1,69.5,96.2,77.1,93.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,105,105,92,102,73,101,81,98
Uttar Pradesh,,72.1,83.4,69.6,72.8,89.2,87.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,240,169,173,141,167,123,214,148
West Bengal,,88.2,94.5,91.8,97.3,93.6,97.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,110,110,97,104,101,107,103,107
Total,,81.6,93.6,71.9,87.4,82.7,91.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,3938,4245,3213,3973,2831,3710,3257,3888
Andhra Pradesh,,98.6,97.9,96.2,96.6,98.6,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,501,326,494,319,482,315,494,326
Chhattisgarh,,78.5,100.0,68.8,100.0,74.2,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,93,68,73,68,64,68,69,68
Gujarat,,100.0,100.0,98.7,94.3,93.1,95.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,379,562,379,562,374,530,353,534
Haryana,,93.6,98.5,93.3,98.7,93.0,98.8,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,644,868,603,855,601,857,599,858
Himachal Pradesh,,96.1,95.8,97.1,97.2,96.1,96.5,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,103,144,99,138,100,140,99,139
Karnataka,,94.1,99.4,94.9,99.4,94.3,99.4,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,370,339,348,337,351,337,349,337
Kerala,,90.9,91.8,88.4,91.7,90.6,92.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1305,1295,1186,1189,1154,1188,1182,1191
Madhya Pradesh,,92.5,99.5,90.8,97.7,92.5,97.5,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,401,398,371,396,364,389,371,388
Maharashtra,,92.2,100.0,91.9,100.0,91.5,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,283,240,261,240,260,240,259,240
Odisha,,28.6,90.5,23.8,90.5,19.0,85.7,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,21,21,6,19,5,19,4,18
Tamil Nadu,,97.6,98.8,92.7,97.6,97.4,98.8,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,547,500,534,494,507,488,533,494
Telangana,,14.3,99.0,0.0,95.8,0.0,99.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,14,96,2,95,0,92,0,95
Uttar Pradesh,,84.2,90.3,91.9,90.0,93.0,97.9,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,570,339,480,306,524,305,530,332
Uttarakhand,,93.2,95.5,93.2,95.5,100.0,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,44,44,41,42,41,42,44,44
Total,,92.5,96.6,91.5,95.6,92.6,96.6,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,5275,5240,4879,5062,4827,5009,4885,5062
Andhra Pradesh,,83.9,96.3,72.5,86.9,84.8,92.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,429,480,360,462,311,417,364,443
Chhattisgarh,,65.1,79.3,61.4,87.8,57.8,67.1,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,83,82,54,65,51,72,48,55
Gujarat,,63.2,95.0,53.5,79.2,63.2,77.4,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,340,159,215,151,182,126,215,123
Haryana,,89.9,95.8,79.7,92.4,89.0,95.7,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,1283,1574,1153,1508,1023,1454,1142,1506
Himachal Pradesh,,84.4,92.2,53.1,81.3,32.8,54.7,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,64,64,54,59,34,52,21,35
Kerala,,84.5,92.6,73.0,86.8,85.5,91.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,882,901,745,834,644,782,754,825
Madhya Pradesh,,66.7,90.7,61.2,79.0,78.4,91.2,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,402,601,268,545,246,475,315,548
Tamil Nadu,,87.6,97.1,69.5,96.2,77.1,93.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,105,105,92,102,73,101,81,98
Uttar Pradesh,,72.1,83.4,69.6,72.8,89.2,87.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,240,169,173,141,167,123,214,148
West Bengal,,88.2,94.5,91.8,97.3,93.6,97.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,110,110,97,104,101,107,103,107
Total,,81.6,93.6,71.9,87.4,82.7,91.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,3938,4245,3213,3973,2831,3710,3257,3888
Andhra Pradesh,,98.6,97.9,96.2,96.6,98.6,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,501,326,494,319,482,315,494,326
Chhattisgarh,,78.5,100.0,68.8,100.0,74.2,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,93,68,73,68,64,68,69,68
Gujarat,,100.0,100.0,98.7,94.3,93.1,95.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,379,562,379,562,374,530,353,534
Haryana,,93.6,98.5,93.3,98.7,93.0,98.8,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,644,868,603,855,601,857,599,858
Himachal Pradesh,,96.1,95.8,97.1,97.2,96.1,96.5,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,103,144,99,138,100,140,99,139
Karnataka,,94.1,99.4,94.9,99.4,94.3,99.4,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,370,339,348,337,351,337,349,337
Kerala,,90.9,91.8,88.4,91.7,90.6,92.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1305,1295,1186,1189,1154,1188,1182,1191
Madhya Pradesh,,92.5,99.5,90.8,97.7,92.5,97.5,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,401,398,371,396,364,389,371,388
Maharashtra,,92.2,100.0,91.9,100.0,91.5,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,283,240,261,240,260,240,259,240
Odisha,,28.6,90.5,23.8,90.5,19.0,85.7,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,21,21,6,19,5,19,4,18
Tamil Nadu,,97.6,98.8,92.7,97.6,97.4,98.8,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,547,500,534,494,507,488,533,494
Telangana,,14.3,99.0,0.0,95.8,0.0,99.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,14,96,2,95,0,92,0,95
Uttar Pradesh,,84.2,90.3,91.9,90.0,93.0,97.9,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,570,339,480,306,524,305,530,332
Uttarakhand,,93.2,95.5,93.2,95.5,100.0,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,44,44,41,42,41,42,44,44
Total,,92.5,96.6,91.5,95.6,92.6,96.6,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,5275,5240,4879,5062,4827,5009,4885,5062
Andhra Pradesh,AP,83.9,96.3,72.5,86.9,84.8,92.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,429,480,360,462,311,417,364,443
Chhattisgarh,CG,65.1,79.3,61.4,87.8,57.8,67.1,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,83,82,54,65,51,72,48,55
Gujarat,GJ,63.2,95.0,53.5,79.2,63.2,77.4,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,340,159,215,151,182,126,215,123
Haryana,HR,89.9,95.8,79.7,92.4,89.0,95.7,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,1283,1574,1153,1508,1023,1454,1142,1506
Himachal Pradesh,HP,84.4,92.2,53.1,81.3,32.8,54.7,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,64,64,54,59,34,52,21,35
Kerala,KL,84.5,92.6,73.0,86.8,85.5,91.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,882,901,745,834,644,782,754,825
Madhya Pradesh,MP,66.7,90.7,61.2,79.0,78.4,91.2,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,402,601,268,545,246,475,315,548
Tamil Nadu,TN,87.6,97.1,69.5,96.2,77.1,93.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,105,105,92,102,73,101,81,98
Uttar Pradesh,UP,72.1,83.4,69.6,72.8,89.2,87.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,240,169,173,141,167,123,214,148
West Bengal,WB,88.2,94.5,91.8,97.3,93.6,97.3,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,110,110,97,104,101,107,103,107
Total,,81.6,93.6,71.9,87.4,82.7,91.6,,Organized farms,2021,2021,SPCE,1.8 log10 @ 50% inhibition,3938,4245,3213,3973,2831,3710,3257,3888
Andhra Pradesh,AP,98.6,97.9,96.2,96.6,98.6,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,501,326,494,319,482,315,494,326
Chhattisgarh,CG,78.5,100.0,68.8,100.0,74.2,100.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,93,68,73,68,64,68,69,68
Gujarat,GJ,100.0,100.0,98.7,94.3,93.1,95.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,379,562,379,562,374,530,353,534
Haryana,HR,93.6,98.5,93.3,98.7,93.0,98.8,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,644,868,603,855,601,857,599,858
Himachal Pradesh,HP,96.1,95.8,97.1,97.2,96.1,96.5,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,103,144,99,138,100,140,99,139
Karnataka,KA,94.1,99.4,94.9,99.4,94.3,99.4,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,370,339,348,337,351,337,349,337
Kerala,KL,90.9,91.8,88.4,91.7,90.6,92.0,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,1305,1295,1186,1189,1154,1188,1182,1191
Madhya Pradesh,MP,92.5,99.5,90.8,97.7,92.5,97.5,,Organized farms,2022,2022,SPCE,1.65 log10 @ 35% inhibition,401,398,371,396,364,389,371,388
