Report Page,States/UT,Round,Year,Serotype O (%) Pre,Serotype O (%) Post,Serotype A (%) Pre,Serotype A (%) Post,Serotype Asia1 (%) Pre,Serotype Asia1 (%) Post
24,Uttar Pradesh,6,2017,20.5,34.4,15.7,28.3,20.0,34.8
24,Uttar Pradesh,7,2018,16.7,30.8,13.9,24.5,18.9,32.4
24,Uttar Pradesh,8,2018,20.9,38.1,16.2,28.8,24.1,41.9
24,Uttar Pradesh,9,2019,17.2,38.6,12.4,33.7,17.5,40.2
