Report Page,States/UT,Round,Year,Serotype O (%) Pre,Serotype O (%) Post,Serotype A (%) Pre,Serotype A (%) Post,Serotype Asia1 (%) Pre,Serotype Asia1 (%) Post
24,Uttarakhand,1,2017,16.0,18.6,9.2,9.8,12.0,13.4
24,Uttarakhand,2,2017,18.6,17.5,26.1,12.1,26.7,12.1
24,Uttarakhand,3,2018,14.9,18.7,8.7,10.1,11.8,12.4
24,Uttarakhand,4,2018,15.3,17.6,12.7,15.2,13.7,14.1
24,Uttarakhand,5,2019,13.2,22.1,7.9,15.5,10.9,16.5
