states_ut,serotype_o_pct_pre,serotype_o_pct_post,serotype_a_pct_pre,serotype_a_pct_post,serotype_asia1_pct_pre,serotype_asia1_pct_post,report_page,round,year
Rajasthan,53.6,83.3,60.1,71.1,63.9,72.1,23,2,2016
Rajasthan,67.1,96.2,74.0,83.2,91.6,89.5,23,3,2016
Rajasthan,31.0,54.6,29.0,51.2,22.5,44.7,23,5,2017
Rajasthan,25.7,45.0,17.4,33.4,20.0,31.9,23,6,2018
Rajasthan,17.6,37.4,11.5,30.3,12.6,25.7,23,7,2019
Rajasthan,20.4,42.0,16.6,33.9,11.3,20.0,23,8,2019
